'Elapsed time','MLII','V1'
'0:53.089',0.760,-0.420
'0:53.092',0.780,-0.520
'0:53.094',0.755,-0.595
'0:53.097',0.705,-0.625
'0:53.100',0.640,-0.625
'0:53.103',0.540,-0.600
'0:53.106',0.380,-0.520
'0:53.108',0.110,-0.385
'0:53.111',-0.230,-0.320
'0:53.114',-0.560,-0.335
'0:53.117',-0.780,-0.440
'0:53.119',-0.910,-0.530
'0:53.122',-0.905,-0.565
'0:53.125',-0.880,-0.540
'0:53.128',-0.835,-0.485
'0:53.131',-0.780,-0.465
'0:53.133',-0.740,-0.480
'0:53.136',-0.750,-0.485
'0:53.139',-0.800,-0.465
'0:53.142',-0.840,-0.435
'0:53.144',-0.895,-0.405
'0:53.147',-0.930,-0.405
'0:53.150',-0.955,-0.465
'0:53.153',-0.960,-0.510
'0:53.156',-0.965,-0.525
'0:53.158',-0.980,-0.470
'0:53.161',-1.000,-0.430
'0:53.164',-1.015,-0.420
'0:53.167',-1.010,-0.455
'0:53.169',-0.990,-0.475
'0:53.172',-0.980,-0.440
'0:53.175',-0.950,-0.400
'0:53.178',-0.945,-0.360
'0:53.181',-0.950,-0.375
'0:53.183',-0.930,-0.420
'0:53.186',-0.915,-0.450
'0:53.189',-0.915,-0.445
'0:53.192',-0.940,-0.390
'0:53.194',-0.975,-0.385
'0:53.197',-0.960,-0.415
'0:53.200',-0.955,-0.430
'0:53.203',-0.945,-0.430
'0:53.206',-0.940,-0.385
'0:53.208',-0.935,-0.330
'0:53.211',-0.960,-0.320
'0:53.214',-0.960,-0.375
'0:53.217',-0.955,-0.420
'0:53.219',-0.945,-0.470
'0:53.222',-0.930,-0.420
'0:53.225',-0.935,-0.370
'0:53.228',-0.950,-0.335
'0:53.231',-0.955,-0.365
'0:53.233',-0.930,-0.400
'0:53.236',-0.915,-0.405
'0:53.239',-0.910,-0.375
'0:53.242',-0.895,-0.310
'0:53.244',-0.930,-0.270
'0:53.247',-0.920,-0.295
'0:53.250',-0.920,-0.355
'0:53.253',-0.920,-0.385
'0:53.256',-0.920,-0.365
'0:53.258',-0.935,-0.315
'0:53.261',-0.945,-0.285
'0:53.264',-0.935,-0.310
'0:53.267',-0.925,-0.340
'0:53.269',-0.900,-0.330
'0:53.272',-0.895,-0.300
'0:53.275',-0.895,-0.250
'0:53.278',-0.910,-0.215
'0:53.281',-0.910,-0.250
'0:53.283',-0.875,-0.310
'0:53.286',-0.855,-0.355
'0:53.289',-0.860,-0.350
'0:53.292',-0.860,-0.305
'0:53.294',-0.895,-0.260
'0:53.297',-0.905,-0.275
'0:53.300',-0.915,-0.310
'0:53.303',-0.885,-0.335
'0:53.306',-0.845,-0.295
'0:53.308',-0.835,-0.230
'0:53.311',-0.835,-0.215
'0:53.314',-0.850,-0.260
'0:53.317',-0.850,-0.315
'0:53.319',-0.855,-0.375
'0:53.322',-0.865,-0.375
'0:53.325',-0.875,-0.320
'0:53.328',-0.885,-0.310
'0:53.331',-0.870,-0.315
'0:53.333',-0.845,-0.365
'0:53.336',-0.835,-0.380
'0:53.339',-0.825,-0.350
'0:53.342',-0.835,-0.300
'0:53.344',-0.835,-0.290
'0:53.347',-0.810,-0.310
'0:53.350',-0.785,-0.385
'0:53.353',-0.800,-0.420
'0:53.356',-0.805,-0.440
'0:53.358',-0.805,-0.395
'0:53.361',-0.825,-0.375
'0:53.364',-0.855,-0.370
'0:53.367',-0.865,-0.425
'0:53.369',-0.845,-0.470
'0:53.372',-0.845,-0.460
'0:53.375',-0.850,-0.410
'0:53.378',-0.850,-0.370
'0:53.381',-0.865,-0.380
'0:53.383',-0.860,-0.425
'0:53.386',-0.840,-0.475
'0:53.389',-0.845,-0.490
'0:53.392',-0.845,-0.445
'0:53.394',-0.840,-0.395
'0:53.397',-0.855,-0.410
'0:53.400',-0.830,-0.465
'0:53.403',-0.810,-0.470
'0:53.406',-0.805,-0.435
'0:53.408',-0.820,-0.365
'0:53.411',-0.845,-0.385
'0:53.414',-0.865,-0.425
'0:53.417',-0.865,-0.465
'0:53.419',-0.875,-0.480
'0:53.422',-0.855,-0.445
'0:53.425',-0.865,-0.385
'0:53.428',-0.905,-0.405
'0:53.431',-0.900,-0.410
'0:53.433',-0.865,-0.465
'0:53.436',-0.865,-0.470
'0:53.439',-0.865,-0.425
'0:53.442',-0.855,-0.375
'0:53.444',-0.875,-0.365
'0:53.447',-0.890,-0.410
'0:53.450',-0.870,-0.475
'0:53.453',-0.875,-0.520
'0:53.456',-0.860,-0.495
'0:53.458',-0.855,-0.430
'0:53.461',-0.885,-0.400
'0:53.464',-0.890,-0.430
'0:53.467',-0.885,-0.480
'0:53.469',-0.880,-0.475
'0:53.472',-0.895,-0.445
'0:53.475',-0.905,-0.385
'0:53.478',-0.885,-0.370
'0:53.481',-0.895,-0.400
'0:53.483',-0.875,-0.440
'0:53.486',-0.875,-0.480
'0:53.489',-0.890,-0.465
'0:53.492',-0.895,-0.415
'0:53.494',-0.915,-0.400
'0:53.497',-0.920,-0.430
'0:53.500',-0.905,-0.485
'0:53.503',-0.885,-0.485
'0:53.506',-0.865,-0.440
'0:53.508',-0.870,-0.395
'0:53.511',-0.880,-0.365
'0:53.514',-0.890,-0.400
'0:53.517',-0.910,-0.450
'0:53.519',-0.905,-0.490
'0:53.522',-0.920,-0.470
'0:53.525',-0.925,-0.415
'0:53.528',-0.915,-0.400
'0:53.531',-0.905,-0.425
'0:53.533',-0.885,-0.470
'0:53.536',-0.850,-0.470
'0:53.539',-0.855,-0.440
'0:53.542',-0.855,-0.365
'0:53.544',-0.875,-0.365
'0:53.547',-0.885,-0.410
'0:53.550',-0.905,-0.470
'0:53.553',-0.885,-0.495
'0:53.556',-0.875,-0.460
'0:53.558',-0.895,-0.405
'0:53.561',-0.905,-0.380
'0:53.564',-0.885,-0.420
'0:53.567',-0.865,-0.455
'0:53.569',-0.830,-0.465
'0:53.572',-0.825,-0.420
'0:53.575',-0.820,-0.355
'0:53.578',-0.820,-0.360
'0:53.581',-0.825,-0.405
'0:53.583',-0.825,-0.460
'0:53.586',-0.800,-0.440
'0:53.589',-0.785,-0.425
'0:53.592',-0.770,-0.405
'0:53.594',-0.755,-0.400
'0:53.597',-0.730,-0.435
'0:53.600',-0.695,-0.445
'0:53.603',-0.660,-0.405
'0:53.606',-0.660,-0.345
'0:53.608',-0.650,-0.315
'0:53.611',-0.645,-0.340
'0:53.614',-0.645,-0.365
'0:53.617',-0.625,-0.395
'0:53.619',-0.625,-0.355
'0:53.622',-0.645,-0.310
'0:53.625',-0.665,-0.320
'0:53.628',-0.680,-0.360
'0:53.631',-0.685,-0.410
'0:53.633',-0.675,-0.395
'0:53.636',-0.675,-0.365
'0:53.639',-0.685,-0.315
'0:53.642',-0.700,-0.295
'0:53.644',-0.685,-0.320
'0:53.647',-0.675,-0.395
'0:53.650',-0.705,-0.420
'0:53.653',-0.730,-0.425
'0:53.656',-0.745,-0.400
'0:53.658',-0.800,-0.395
'0:53.661',-0.820,-0.435
'0:53.664',-0.835,-0.495
'0:53.667',-0.830,-0.505
'0:53.669',-0.835,-0.445
'0:53.672',-0.840,-0.385
'0:53.675',-0.855,-0.380
'0:53.678',-0.860,-0.420
'0:53.681',-0.860,-0.490
'0:53.683',-0.860,-0.470
'0:53.686',-0.870,-0.480
'0:53.689',-0.890,-0.425
'0:53.692',-0.895,-0.420
'0:53.694',-0.910,-0.470
'0:53.697',-0.895,-0.505
'0:53.700',-0.885,-0.505
'0:53.703',-0.845,-0.465
'0:53.706',-0.855,-0.410
'0:53.708',-0.860,-0.390
'0:53.711',-0.865,-0.440
'0:53.714',-0.885,-0.480
'0:53.717',-0.885,-0.510
'0:53.719',-0.910,-0.470
'0:53.722',-0.960,-0.460
'0:53.725',-1.015,-0.460
'0:53.728',-1.085,-0.505
'0:53.731',-1.105,-0.560
'0:53.733',-1.090,-0.545
'0:53.736',-1.045,-0.475
'0:53.739',-0.970,-0.380
'0:53.742',-0.860,-0.305
'0:53.744',-0.690,-0.270
'0:53.747',-0.475,-0.260
'0:53.750',-0.255,-0.240
'0:53.753',-0.055,-0.190
'0:53.756',0.085,-0.130
'0:53.758',0.215,-0.095
'0:53.761',0.350,-0.150
'0:53.764',0.485,-0.250
'0:53.767',0.600,-0.335
'0:53.769',0.700,-0.415
'0:53.772',0.740,-0.495
'0:53.775',0.735,-0.590
'0:53.778',0.725,-0.725
'0:53.781',0.685,-0.825
'0:53.783',0.645,-0.820
'0:53.786',0.530,-0.715
'0:53.789',0.345,-0.550
'0:53.792',0.070,-0.405
'0:53.794',-0.255,-0.410
'0:53.797',-0.565,-0.445
'0:53.800',-0.775,-0.535
'0:53.803',-0.870,-0.570
'0:53.806',-0.895,-0.545
'0:53.808',-0.860,-0.500
'0:53.811',-0.790,-0.500
'0:53.814',-0.725,-0.535
'0:53.817',-0.705,-0.545
'0:53.819',-0.715,-0.515
'0:53.822',-0.775,-0.480
'0:53.825',-0.835,-0.435
'0:53.828',-0.890,-0.490
'0:53.831',-0.925,-0.525
'0:53.833',-0.935,-0.560
'0:53.836',-0.925,-0.530
'0:53.839',-0.940,-0.455
'0:53.842',-0.935,-0.395
'0:53.844',-0.950,-0.415
'0:53.847',-0.940,-0.460
'0:53.850',-0.930,-0.520
'0:53.853',-0.915,-0.545
'0:53.856',-0.910,-0.495
'0:53.858',-0.920,-0.445
'0:53.861',-0.940,-0.430
'0:53.864',-0.930,-0.460
'0:53.867',-0.925,-0.530
'0:53.869',-0.895,-0.525
'0:53.872',-0.885,-0.480
'0:53.875',-0.885,-0.415
'0:53.878',-0.880,-0.400
'0:53.881',-0.910,-0.415
'0:53.883',-0.900,-0.490
'0:53.886',-0.885,-0.535
'0:53.889',-0.890,-0.545
'0:53.892',-0.885,-0.505
'0:53.894',-0.920,-0.450
'0:53.897',-0.920,-0.420
'0:53.900',-0.920,-0.440
'0:53.903',-0.895,-0.485
'0:53.906',-0.875,-0.480
'0:53.908',-0.880,-0.435
'0:53.911',-0.880,-0.390
'0:53.914',-0.900,-0.365
'0:53.917',-0.925,-0.400
'0:53.919',-0.915,-0.465
'0:53.922',-0.915,-0.480
'0:53.925',-0.895,-0.445
'0:53.928',-0.930,-0.410
'0:53.931',-0.920,-0.370
'0:53.933',-0.895,-0.390
'0:53.936',-0.895,-0.430
'0:53.939',-0.855,-0.425
'0:53.942',-0.850,-0.375
'0:53.944',-0.865,-0.320
'0:53.947',-0.885,-0.300
'0:53.950',-0.885,-0.330
'0:53.953',-0.870,-0.385
'0:53.956',-0.865,-0.425
'0:53.958',-0.865,-0.400
'0:53.961',-0.865,-0.370
'0:53.964',-0.880,-0.300
'0:53.967',-0.870,-0.285
'0:53.969',-0.850,-0.335
'0:53.972',-0.830,-0.360
'0:53.975',-0.810,-0.345
'0:53.978',-0.810,-0.310
'0:53.981',-0.820,-0.280
'0:53.983',-0.830,-0.275
'0:53.986',-0.825,-0.345
'0:53.989',-0.825,-0.400
'0:53.992',-0.820,-0.400
'0:53.994',-0.815,-0.350
'0:53.997',-0.825,-0.300
'0:54.000',-0.830,-0.310
'0:54.003',-0.825,-0.355
'0:54.006',-0.800,-0.365
'0:54.008',-0.800,-0.350
'0:54.011',-0.805,-0.310
'0:54.014',-0.815,-0.295
'0:54.017',-0.800,-0.305
'0:54.019',-0.795,-0.400
'0:54.022',-0.785,-0.430
'0:54.025',-0.775,-0.420
'0:54.028',-0.795,-0.380
'0:54.031',-0.805,-0.375
'0:54.033',-0.810,-0.360
'0:54.036',-0.800,-0.415
'0:54.039',-0.785,-0.455
'0:54.042',-0.770,-0.440
'0:54.044',-0.760,-0.400
'0:54.047',-0.770,-0.360
'0:54.050',-0.810,-0.355
'0:54.053',-0.820,-0.410
'0:54.056',-0.810,-0.490
'0:54.058',-0.805,-0.540
'0:54.061',-0.790,-0.505
'0:54.064',-0.795,-0.445
'0:54.067',-0.805,-0.415
'0:54.069',-0.805,-0.440
'0:54.072',-0.790,-0.470
'0:54.075',-0.780,-0.515
'0:54.078',-0.785,-0.485
'0:54.081',-0.810,-0.450
'0:54.083',-0.835,-0.435
'0:54.086',-0.840,-0.490
'0:54.089',-0.825,-0.535
'0:54.092',-0.825,-0.570
'0:54.094',-0.830,-0.530
'0:54.097',-0.840,-0.485
'0:54.100',-0.860,-0.435
'0:54.103',-0.845,-0.445
'0:54.106',-0.840,-0.475
'0:54.108',-0.810,-0.515
'0:54.111',-0.820,-0.515
'0:54.114',-0.815,-0.450
'0:54.117',-0.830,-0.420
'0:54.119',-0.845,-0.435
'0:54.122',-0.875,-0.485
'0:54.125',-0.880,-0.550
'0:54.128',-0.880,-0.550
'0:54.131',-0.870,-0.515
'0:54.133',-0.875,-0.455
'0:54.136',-0.875,-0.430
'0:54.139',-0.870,-0.460
'0:54.142',-0.860,-0.505
'0:54.144',-0.840,-0.520
'0:54.147',-0.860,-0.505
'0:54.150',-0.865,-0.470
'0:54.153',-0.885,-0.450
'0:54.156',-0.895,-0.500
'0:54.158',-0.885,-0.560
'0:54.161',-0.895,-0.595
'0:54.164',-0.870,-0.570
'0:54.167',-0.895,-0.485
'0:54.169',-0.885,-0.445
'0:54.172',-0.895,-0.435
'0:54.175',-0.880,-0.470
'0:54.178',-0.880,-0.540
'0:54.181',-0.880,-0.560
'0:54.183',-0.880,-0.510
'0:54.186',-0.905,-0.470
'0:54.189',-0.925,-0.460
'0:54.192',-0.935,-0.520
'0:54.194',-0.920,-0.565
'0:54.197',-0.920,-0.580
'0:54.200',-0.920,-0.545
'0:54.203',-0.925,-0.485
'0:54.206',-0.920,-0.460
'0:54.208',-0.910,-0.485
'0:54.211',-0.900,-0.540
'0:54.214',-0.885,-0.540
'0:54.217',-0.885,-0.510
'0:54.219',-0.895,-0.480
'0:54.222',-0.920,-0.485
'0:54.225',-0.930,-0.515
'0:54.228',-0.915,-0.580
'0:54.231',-0.905,-0.590
'0:54.233',-0.900,-0.550
'0:54.236',-0.895,-0.480
'0:54.239',-0.915,-0.445
'0:54.242',-0.915,-0.465
'0:54.244',-0.910,-0.535
'0:54.247',-0.890,-0.580
'0:54.250',-0.880,-0.595
'0:54.253',-0.880,-0.550
'0:54.256',-0.900,-0.505
'0:54.258',-0.905,-0.515
'0:54.261',-0.930,-0.560
'0:54.264',-0.910,-0.605
'0:54.267',-0.895,-0.625
'0:54.269',-0.895,-0.570
'0:54.272',-0.890,-0.515
'0:54.275',-0.900,-0.490
'0:54.278',-0.895,-0.505
'0:54.281',-0.880,-0.560
'0:54.283',-0.875,-0.590
'0:54.286',-0.870,-0.575
'0:54.289',-0.875,-0.525
'0:54.292',-0.890,-0.505
'0:54.294',-0.905,-0.560
'0:54.297',-0.895,-0.610
'0:54.300',-0.885,-0.605
'0:54.303',-0.855,-0.580
'0:54.306',-0.855,-0.525
'0:54.308',-0.870,-0.480
'0:54.311',-0.860,-0.505
'0:54.314',-0.860,-0.575
'0:54.317',-0.840,-0.645
'0:54.319',-0.835,-0.640
'0:54.322',-0.840,-0.600
'0:54.325',-0.830,-0.550
'0:54.328',-0.870,-0.530
'0:54.331',-0.870,-0.570
'0:54.333',-0.810,-0.610
'0:54.336',-0.785,-0.630
'0:54.339',-0.760,-0.595
'0:54.342',-0.740,-0.520
'0:54.344',-0.735,-0.475
'0:54.347',-0.725,-0.505
'0:54.350',-0.715,-0.575
'0:54.353',-0.690,-0.605
'0:54.356',-0.690,-0.590
'0:54.358',-0.690,-0.525
'0:54.361',-0.715,-0.470
'0:54.364',-0.705,-0.470
'0:54.367',-0.700,-0.520
'0:54.369',-0.685,-0.550
'0:54.372',-0.660,-0.535
'0:54.375',-0.640,-0.500
'0:54.378',-0.660,-0.445
'0:54.381',-0.695,-0.440
'0:54.383',-0.720,-0.495
'0:54.386',-0.730,-0.555
'0:54.389',-0.715,-0.580
'0:54.392',-0.745,-0.540
'0:54.394',-0.755,-0.505
'0:54.397',-0.785,-0.480
'0:54.400',-0.805,-0.530
'0:54.403',-0.790,-0.580
'0:54.406',-0.790,-0.590
'0:54.408',-0.825,-0.560
'0:54.411',-0.850,-0.540
'0:54.414',-0.880,-0.555
'0:54.417',-0.905,-0.600
'0:54.419',-0.915,-0.680
'0:54.422',-0.925,-0.670
'0:54.425',-0.945,-0.600
'0:54.428',-0.965,-0.575
'0:54.431',-0.970,-0.560
'0:54.433',-0.985,-0.605
'0:54.436',-0.965,-0.655
'0:54.439',-0.950,-0.655
'0:54.442',-0.940,-0.610
'0:54.444',-0.950,-0.570
'0:54.447',-0.975,-0.565
'0:54.450',-0.985,-0.585
'0:54.453',-0.975,-0.660
'0:54.456',-0.970,-0.715
'0:54.458',-0.970,-0.705
'0:54.461',-0.990,-0.640
'0:54.464',-1.010,-0.590
'0:54.467',-0.985,-0.585
'0:54.469',-0.995,-0.625
'0:54.472',-1.010,-0.670
'0:54.475',-1.020,-0.680
'0:54.478',-1.060,-0.635
'0:54.481',-1.105,-0.590
'0:54.483',-1.160,-0.610
'0:54.486',-1.195,-0.635
'0:54.489',-1.150,-0.670
'0:54.492',-1.060,-0.610
'0:54.494',-0.915,-0.505
'0:54.497',-0.740,-0.415
'0:54.500',-0.555,-0.365
'0:54.503',-0.335,-0.390
'0:54.506',-0.135,-0.395
'0:54.508',0.065,-0.390
'0:54.511',0.220,-0.345
'0:54.514',0.360,-0.295
'0:54.517',0.470,-0.330
'0:54.519',0.570,-0.430
'0:54.522',0.645,-0.605
'0:54.525',0.685,-0.745
'0:54.528',0.660,-0.860
'0:54.531',0.645,-0.885
'0:54.533',0.585,-0.915
'0:54.536',0.535,-0.905
'0:54.539',0.485,-0.870
'0:54.542',0.405,-0.790
'0:54.544',0.235,-0.665
'0:54.547',-0.025,-0.555
'0:54.550',-0.340,-0.490
'0:54.553',-0.660,-0.580
'0:54.556',-0.865,-0.700
'0:54.558',-0.985,-0.820
'0:54.561',-1.010,-0.840
'0:54.564',-0.970,-0.800
'0:54.567',-0.925,-0.705
'0:54.569',-0.890,-0.655
'0:54.572',-0.870,-0.665
'0:54.575',-0.865,-0.705
'0:54.578',-0.865,-0.725
'0:54.581',-0.925,-0.700
'0:54.583',-0.970,-0.635
'0:54.586',-1.045,-0.620
'0:54.589',-1.080,-0.650
'0:54.592',-1.085,-0.700
'0:54.594',-1.070,-0.725
'0:54.597',-1.070,-0.690
'0:54.600',-1.065,-0.650
'0:54.603',-1.080,-0.575
'0:54.606',-1.080,-0.605
'0:54.608',-1.075,-0.625
'0:54.611',-1.055,-0.650
'0:54.614',-1.030,-0.635
'0:54.617',-1.040,-0.590
'0:54.619',-1.055,-0.605
'0:54.622',-1.065,-0.655
'0:54.625',-1.045,-0.690
'0:54.628',-1.045,-0.655
'0:54.631',-1.050,-0.610
'0:54.633',-1.060,-0.580
'0:54.636',-1.055,-0.595
'0:54.639',-1.050,-0.635
'0:54.642',-1.025,-0.630
'0:54.644',-1.020,-0.595
'0:54.647',-1.020,-0.555
'0:54.650',-1.050,-0.545
'0:54.653',-1.040,-0.605
'0:54.656',-1.055,-0.660
'0:54.658',-1.035,-0.650
'0:54.661',-1.035,-0.610
'0:54.664',-1.055,-0.565
'0:54.667',-1.040,-0.545
'0:54.669',-1.050,-0.560
'0:54.672',-1.030,-0.600
'0:54.675',-1.030,-0.580
'0:54.678',-1.015,-0.530
'0:54.681',-1.030,-0.505
'0:54.683',-1.040,-0.500
'0:54.686',-1.030,-0.545
'0:54.689',-1.040,-0.590
'0:54.692',-1.030,-0.585
'0:54.694',-1.040,-0.540
'0:54.697',-1.060,-0.490
'0:54.700',-1.050,-0.485
'0:54.703',-1.025,-0.535
'0:54.706',-0.995,-0.555
'0:54.708',-0.975,-0.520
'0:54.711',-0.965,-0.460
'0:54.714',-0.980,-0.430
'0:54.717',-0.995,-0.460
'0:54.719',-0.990,-0.505
'0:54.722',-0.990,-0.550
'0:54.725',-0.990,-0.535
'0:54.728',-1.000,-0.495
'0:54.731',-1.010,-0.455
'0:54.733',-1.020,-0.455
'0:54.736',-0.995,-0.505
'0:54.739',-0.980,-0.525
'0:54.742',-0.965,-0.515
'0:54.744',-0.970,-0.470
'0:54.747',-0.955,-0.425
'0:54.750',-0.970,-0.455
'0:54.753',-0.960,-0.535
'0:54.756',-0.965,-0.565
'0:54.758',-0.970,-0.580
'0:54.761',-0.970,-0.525
'0:54.764',-0.985,-0.500
'0:54.767',-0.995,-0.510
'0:54.769',-0.980,-0.550
'0:54.772',-0.960,-0.610
'0:54.775',-0.930,-0.590
'0:54.778',-0.930,-0.560
'0:54.781',-0.950,-0.515
'0:54.783',-0.955,-0.530
'0:54.786',-0.965,-0.600
'0:54.789',-0.960,-0.665
'0:54.792',-0.965,-0.680
'0:54.794',-0.975,-0.640
'0:54.797',-0.965,-0.605
'0:54.800',-0.970,-0.610
'0:54.803',-0.975,-0.640
'0:54.806',-0.955,-0.695
'0:54.808',-0.945,-0.675
'0:54.811',-0.930,-0.650
'0:54.814',-0.955,-0.635
'0:54.817',-0.970,-0.680
'0:54.819',-0.975,-0.735
'0:54.822',-0.975,-0.745
'0:54.825',-0.980,-0.735
'0:54.828',-0.995,-0.705
'0:54.831',-1.015,-0.715
'0:54.833',-1.000,-0.750
'0:54.836',-0.980,-0.770
'0:54.839',-0.960,-0.730
'0:54.842',-0.975,-0.685
'0:54.844',-0.985,-0.660
'0:54.847',-0.990,-0.695
'0:54.850',-0.985,-0.745
'0:54.853',-1.000,-0.780
'0:54.856',-1.005,-0.765
'0:54.858',-0.995,-0.720
'0:54.861',-1.005,-0.670
'0:54.864',-1.025,-0.670
'0:54.867',-1.025,-0.725
'0:54.869',-1.000,-0.760
'0:54.872',-0.990,-0.750
'0:54.875',-0.970,-0.705
'0:54.878',-0.980,-0.645
'0:54.881',-1.000,-0.645
'0:54.883',-1.015,-0.700
'0:54.886',-0.995,-0.765
'0:54.889',-1.020,-0.770
'0:54.892',-1.030,-0.745
'0:54.894',-1.035,-0.710
'0:54.897',-1.060,-0.695
'0:54.900',-1.065,-0.715
'0:54.903',-1.050,-0.760
'0:54.906',-1.025,-0.760
'0:54.908',-1.025,-0.720
'0:54.911',-1.030,-0.645
'0:54.914',-1.050,-0.655
'0:54.917',-1.070,-0.720
'0:54.919',-1.070,-0.785
'0:54.922',-1.060,-0.825
'0:54.925',-1.060,-0.780
'0:54.928',-1.075,-0.740
'0:54.931',-1.090,-0.695
'0:54.933',-1.115,-0.730
'0:54.936',-1.120,-0.740
'0:54.939',-1.070,-0.785
'0:54.942',-1.075,-0.745
'0:54.944',-1.080,-0.695
'0:54.947',-1.090,-0.680
'0:54.950',-1.105,-0.680
'0:54.953',-1.095,-0.740
'0:54.956',-1.085,-0.785
'0:54.958',-1.080,-0.790
'0:54.961',-1.080,-0.745
'0:54.964',-1.105,-0.690
'0:54.967',-1.115,-0.695
'0:54.969',-1.100,-0.745
'0:54.972',-1.065,-0.785
'0:54.975',-1.050,-0.810
'0:54.978',-1.045,-0.740
'0:54.981',-1.050,-0.695
'0:54.983',-1.065,-0.665
'0:54.986',-1.070,-0.725
'0:54.989',-1.075,-0.780
'0:54.992',-1.070,-0.795
'0:54.994',-1.065,-0.775
'0:54.997',-1.080,-0.720
'0:55.000',-1.085,-0.680
'0:55.003',-1.065,-0.700
'0:55.006',-1.055,-0.760
'0:55.008',-1.030,-0.775
'0:55.011',-1.030,-0.735
'0:55.014',-1.035,-0.700
'0:55.017',-1.050,-0.705
'0:55.019',-1.045,-0.750
'0:55.022',-1.045,-0.785
'0:55.025',-1.040,-0.765
'0:55.028',-1.035,-0.740
'0:55.031',-1.035,-0.720
'0:55.033',-1.050,-0.745
'0:55.036',-1.000,-0.760
'0:55.039',-0.995,-0.755
'0:55.042',-0.980,-0.705
'0:55.044',-0.965,-0.675
'0:55.047',-0.975,-0.685
'0:55.050',-0.965,-0.750
'0:55.053',-0.935,-0.785
'0:55.056',-0.930,-0.785
'0:55.058',-0.915,-0.740
'0:55.061',-0.915,-0.690
'0:55.064',-0.900,-0.675
'0:55.067',-0.875,-0.705
'0:55.069',-0.845,-0.735
'0:55.072',-0.835,-0.720
'0:55.075',-0.830,-0.655
'0:55.078',-0.835,-0.595
'0:55.081',-0.840,-0.585
'0:55.083',-0.840,-0.635
'0:55.086',-0.850,-0.705
'0:55.089',-0.840,-0.725
'0:55.092',-0.855,-0.705
'0:55.094',-0.875,-0.655
'0:55.097',-0.895,-0.655
'0:55.100',-0.905,-0.695
'0:55.103',-0.900,-0.720
'0:55.106',-0.885,-0.705
'0:55.108',-0.895,-0.645
'0:55.111',-0.900,-0.620
'0:55.114',-0.920,-0.620
'0:55.117',-0.940,-0.695
'0:55.119',-0.960,-0.755
'0:55.122',-0.970,-0.770
'0:55.125',-1.010,-0.760
'0:55.128',-1.035,-0.730
'0:55.131',-1.055,-0.720
'0:55.133',-1.075,-0.760
'0:55.136',-1.055,-0.795
'0:55.139',-1.045,-0.795
'0:55.142',-1.045,-0.745
'0:55.144',-1.055,-0.700
'0:55.147',-1.065,-0.670
'0:55.150',-1.065,-0.725
'0:55.153',-1.070,-0.775
'0:55.156',-1.075,-0.800
'0:55.158',-1.080,-0.765
'0:55.161',-1.090,-0.730
'0:55.164',-1.100,-0.720
'0:55.167',-1.105,-0.755
'0:55.169',-1.090,-0.800
'0:55.172',-1.070,-0.795
'0:55.175',-1.065,-0.750
'0:55.178',-1.075,-0.695
'0:55.181',-1.095,-0.695
'0:55.183',-1.135,-0.725
'0:55.186',-1.155,-0.800
'0:55.189',-1.195,-0.830
'0:55.192',-1.255,-0.780
'0:55.194',-1.305,-0.745
'0:55.197',-1.315,-0.700
'0:55.200',-1.265,-0.710
'0:55.203',-1.155,-0.710
'0:55.206',-0.995,-0.660
'0:55.208',-0.820,-0.530
'0:55.211',-0.630,-0.460
'0:55.214',-0.435,-0.410
'0:55.217',-0.230,-0.425
'0:55.219',-0.035,-0.480
'0:55.222',0.155,-0.470
'0:55.225',0.310,-0.460
'0:55.228',0.460,-0.490
'0:55.231',0.520,-0.580
'0:55.233',0.565,-0.760
'0:55.236',0.610,-0.910
'0:55.239',0.565,-0.960
'0:55.242',0.520,-0.945
'0:55.244',0.440,-0.870
'0:55.247',0.325,-0.800
'0:55.250',0.155,-0.750
'0:55.253',-0.095,-0.685
'0:55.256',-0.425,-0.640
'0:55.258',-0.725,-0.640
'0:55.261',-0.945,-0.690
'0:55.264',-1.070,-0.780
'0:55.267',-1.120,-0.870
'0:55.269',-1.065,-0.895
'0:55.272',-0.985,-0.830
'0:55.275',-0.925,-0.740
'0:55.278',-0.950,-0.680
'0:55.281',-0.965,-0.675
'0:55.283',-1.000,-0.725
'0:55.286',-1.040,-0.780
'0:55.289',-1.075,-0.780
'0:55.292',-1.125,-0.740
'0:55.294',-1.155,-0.705
'0:55.297',-1.185,-0.715
'0:55.300',-1.165,-0.765
'0:55.303',-1.145,-0.770
'0:55.306',-1.135,-0.720
'0:55.308',-1.130,-0.650
'0:55.311',-1.140,-0.615
'0:55.314',-1.145,-0.635
'0:55.317',-1.160,-0.720
'0:55.319',-1.150,-0.745
'0:55.322',-1.130,-0.720
'0:55.325',-1.135,-0.685
'0:55.328',-1.145,-0.660
'0:55.331',-1.160,-0.675
'0:55.333',-1.155,-0.700
'0:55.336',-1.145,-0.725
'0:55.339',-1.115,-0.710
'0:55.342',-1.110,-0.650
'0:55.344',-1.125,-0.595
'0:55.347',-1.140,-0.610
'0:55.350',-1.120,-0.665
'0:55.353',-1.120,-0.710
'0:55.356',-1.125,-0.710
'0:55.358',-1.130,-0.650
'0:55.361',-1.140,-0.610
'0:55.364',-1.160,-0.630
'0:55.367',-1.165,-0.650
'0:55.369',-1.145,-0.690
'0:55.372',-1.105,-0.650
'0:55.375',-1.105,-0.595
'0:55.378',-1.105,-0.550
